Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
17697304,rudy's tacos,216,waterloo,"2401 falls avenue, ia 50701",waterloo,"waterloo, waterloo",-92.3772,42.499705,mexican,25.0,dollar($),no,no,no,no,2,3.6,yellow,good,104
17697389,the screaming eagle,216,waterloo,"228 e 4th st., waterloo, ia 50703",waterloo,"waterloo, waterloo",-92.335523,42.4984,"american, bar food",10.0,dollar($),no,no,no,no,1,3.7,yellow,good,101
17697424,the thai bowl,216,waterloo,"624 sycamore street, waterloo, ia 50703",waterloo,"waterloo, waterloo",-92.335769,42.497919,thai,10.0,dollar($),no,no,no,no,1,3.5,yellow,good,58
17697332,tokyo japanese steak house,216,waterloo,"1931 sears street, waterloo, ia 50702",waterloo,"waterloo, waterloo",-92.3234,42.46558,"japanese, steak, sushi",25.0,dollar($),no,no,no,no,2,3.9,yellow,good,156
17694056,theo yianni's authentic greek restaurant,216,weirton,"322 american way, weirton, wv 26062",weirton,"weirton, weirton",-80.529488,40.396043,"burger, greek, sandwich",25.0,dollar($),no,no,no,no,2,3.9,yellow,good,156
17559793,fishpatrick's crabby cafe,216,winchester bay,"196 bayfront loop, winchester bay, or 97467",winchester bay,"winchester bay, winchester bay",-124.175346,43.678998,"burger, seafood, steak",25.0,dollar($),no,no,no,no,2,3.2,orange,average,16
16668008,arigato sushi,37,yorkton,"14 second ave north, yorkton, sk s3n 1g1",yorkton,"yorkton, yorkton",-102.4613173,51.2106824,asian,25.0,dollar($),no,no,no,no,2,3.3,orange,average,26
18212135,denny's,214,abu dhabi,"abu dhabi mall, tourist club area (al zahiyah), abu dhabi","abu dhabi mall, tourist club area  (al zahiyah)","abu dhabi mall, tourist club area  (al zahiyah), abu dhabi",54.38279729,24.49550307,american,190.0,emirati diram(aed),no,no,no,no,4,4.6,dark green,excellent,207
5704255,famous dave's barbecue,214,abu dhabi,"near the one, level 3, abu dhabi mall, tourist club area (al zahiyah), abu dhabi","abu dhabi mall, tourist club area  (al zahiyah)","abu dhabi mall, tourist club area  (al zahiyah), abu dhabi",54.38294616,24.49569253,american,260.0,emirati diram(aed),no,yes,no,no,4,4.6,dark green,excellent,376
5701978,pizza di rocco,214,abu dhabi,"near corner of salam and al falah street (9th street), salam street, al dhafrah, abu dhabi",al dhafrah,"al dhafrah, abu dhabi",54.38193094,24.48557932,"italian, pizza",150.0,emirati diram(aed),yes,yes,no,no,3,4.4,green,very good,471
5701729,sofra istanbul,214,abu dhabi,"next to adnoc petrol station, muroor road, al dhafrah, abu dhabi",al dhafrah,"al dhafrah, abu dhabi",54.37127855,24.47756501,"turkish, arabian, middle eastern",70.0,emirati diram(aed),no,no,no,no,2,4.3,green,very good,224
5704168,salt,214,abu dhabi,"inside mushrif park, al mushrif, abu dhabi",al mushrif,"al mushrif, abu dhabi",54.38080709,24.4543119,"fast food, burger",100.0,emirati diram(aed),no,no,no,no,3,4.2,green,very good,228
18277098,genghis grill,214,abu dhabi,"level 2, al wahda mall new extension, al wahda, abu dhabi","al wahda mall, al wahda","al wahda mall, al wahda, abu dhabi",54.37500816,24.47083582,asian,180.0,emirati diram(aed),no,no,no,no,4,4.6,dark green,excellent,81
5701446,olive garden,214,abu dhabi,"level 3, al wahda mall extension, al wahda, abu dhabi","al wahda mall, al wahda","al wahda mall, al wahda, abu dhabi",54.37332205,24.46936983,"italian, pizza",230.0,emirati diram(aed),no,no,no,no,4,4.1,green,very good,422
5700052,cho gao - crowne plaza abu dhabi,214,abu dhabi,"crowne plaza abu dhabi, sheikh hamdan bin mohammed street, al markaziya, abu dhabi","crowne plaza abu dhabi, al markaziya","crowne plaza abu dhabi, al markaziya, abu dhabi",54.365694,24.491235,"thai, japanese, chinese, indonesian, vietnamese",350.0,emirati diram(aed),yes,yes,no,no,4,4.4,green,very good,246
5702418,gazebo,214,abu dhabi,"ground level, next to e-max, dalma mall, mussafah sanaiya, abu dhabi","dalma mall, mussafah sanaiya","dalma mall, mussafah sanaiya, abu dhabi",54.52412188,24.33421694,"indian, north indian, mughlai, biryani",120.0,emirati diram(aed),yes,yes,no,no,3,4.0,green,very good,355
5700386,sangeetha vegetarian restaurant,214,abu dhabi,"opposite cristal hotel, behind km trading, electra street, madinat zayed, abu dhabi",madinat zayed,"madinat zayed, abu dhabi",54.36377607,24.48525254,"indian, south indian",60.0,emirati diram(aed),no,yes,no,no,2,3.6,yellow,good,268
5704202,hot palayok,214,abu dhabi,"food court, level 2, madinat zayed shopping centre, madinat zayed, abu dhabi","madinat zayed shopping centre, madinat zayed","madinat zayed shopping centre, madinat zayed , abu dhabi",54.36615754,24.48277094,"filipino, japanese, asian",100.0,emirati diram(aed),no,yes,no,no,3,4.5,dark green,excellent,162
5701052,applebee's,214,abu dhabi,"level 3, mushrif mall, al mushrif, abu dhabi","mushrif mall, al mushrif","mushrif mall, al mushrif, abu dhabi",54.41314146,24.43409939,"american, mexican, seafood",250.0,emirati diram(aed),no,yes,no,no,4,4.0,green,very good,205
5704118,tikka tonight,214,abu dhabi,"behind rak bank, sanaiya me11, mussafah sanaiya, abu dhabi",mussafah sanaiya,"mussafah sanaiya, abu dhabi",54.51003961,24.36312973,"pakistani, afghani, indian, hyderabadi",50.0,emirati diram(aed),no,yes,no,no,2,4.0,green,very good,277
5701548,bait el khetyar,214,abu dhabi,"al najda street, najda, abu dhabi",najda,"najda, abu dhabi",54.37143378,24.48841145,"lebanese, arabian, middle eastern",70.0,emirati diram(aed),no,yes,no,no,2,4.0,green,very good,380
18235425,indian by nature,214,abu dhabi,"shop 2-3, tolico building, behind lebanese roastery, near national hospital, najda, abu dhabi",najda,"najda, abu dhabi",54.37324997,24.48959102,indian,80.0,emirati diram(aed),yes,yes,no,no,3,4.3,green,very good,180
5702615,via delhi,214,abu dhabi,"near first flight couriers, behind adnoc head office, salam street, najda area, najda, abu dhabi",najda,"najda, abu dhabi",54.37422059,24.49089202,"indian, north indian, chinese",100.0,emirati diram(aed),no,yes,no,no,3,4.0,green,very good,525
5703500,punjab grill,214,abu dhabi,"venetian village, ritz carlton abu dhabi, grand canal, al maqtaa, abu dhabi","venetian village, al maqtaa","venetian village, al maqtaa, abu dhabi",54.4872137,24.4106148,"indian, north indian",330.0,emirati diram(aed),yes,no,no,no,4,4.9,dark green,excellent,216
18253896,tamba,214,abu dhabi,"6th floor, world trade centre mall, al markaziya, abu dhabi","world trade center mall, al markaziya","world trade center mall, al markaziya, abu dhabi",54.358147,24.488161,indian,500.0,emirati diram(aed),yes,no,no,no,4,4.7,dark green,excellent,201
5701917,p.f. chang's,214,abu dhabi,"level 1, world trade center mall, central market, al markaziya, abu dhabi","world trade center mall, al markaziya","world trade center mall, al markaziya, abu dhabi",54.35782894,24.48761082,chinese,250.0,emirati diram(aed),no,no,no,no,4,4.2,green,very good,435
5702574,the cheesecake factory,214,abu dhabi,"level 1, yas mall, yas leisure dr, yas island, abu dhabi","yas mall, yas island","yas mall, yas island, abu dhabi",54.60685361,24.49053138,"american, desserts",200.0,emirati diram(aed),no,no,no,no,4,4.6,dark green,excellent,586
202321,the farm,214,dubai,"al barari villas, opposite falcon city, al barari, dubai",al barari,"al barari, dubai",55.310519,25.095044,"mediterranean, italian, thai, european",280.0,emirati diram(aed),yes,no,no,no,3,3.9,yellow,good,927
206488,maharaja bhog,214,dubai,"ground level, hamsah mall, next to ansar gallery, al karama, dubai",al karama,"al karama, dubai",55.30919038,25.25124063,"indian, rajasthani",90.0,emirati diram(aed),yes,yes,no,no,2,4.1,green,very good,1448
209654,rasoi ghar,214,dubai,"zainal mohebi plaza, sheikh khalifa bin zayed road, opposite centrepoint, al karama, dubai",al karama,"al karama, dubai",55.3019169,25.25007862,indian,90.0,emirati diram(aed),yes,yes,no,no,2,4.3,green,very good,1281
18340881,barbeque nation,214,dubai,"g1, villa, near hq fitness, near lulu mall, barsha 2, dubai",barsha 2,"barsha 2, dubai",55.215341,25.11338,"indian, north indian",150.0,emirati diram(aed),yes,no,no,no,3,4.5,dark green,excellent,307
18233284,farzi cafe,214,dubai,"city walk, al safa & al wasl road intersection, al safa, dubai","city walk, al safa","city walk, al safa, dubai",55.26191946,25.2080323,"international, indian",200.0,emirati diram(aed),yes,no,no,no,3,4.5,dark green,excellent,909
18269368,ab's absolute barbecues,214,dubai,"mezzanaine floor, centurion star tower, deira city centre area, dubai",deira city centre area,"deira city centre area, dubai",55.32874,25.254105,"continental, indian",160.0,emirati diram(aed),yes,no,no,no,3,4.9,dark green,excellent,641
18254160,carnival by tresind,214,dubai,"podium level, burj daman, difc, dubai",difc,"difc, dubai",55.281966,25.211183,indian,500.0,emirati diram(aed),yes,no,no,no,4,4.9,dark green,excellent,322
208939,ab's absolute barbecues,214,dubai,"shop g05, sidra tower, near gems wellington school, exit 36, sheikh zayed road, dubai media city, dubai",dubai media city,"dubai media city, dubai",55.17874617,25.10777315,"indian, continental",160.0,emirati diram(aed),yes,no,no,no,3,4.8,dark green,excellent,2510
201531,hard rock cafe,214,dubai,"next to marks & spencer's, festival city, dubai",festival city,"festival city, dubai",55.35147775,25.22399154,"american, burger",300.0,emirati diram(aed),no,no,no,no,4,4.5,dark green,excellent,1388
208965,the coffee club,214,dubai,"wasl vita, opposite civil defence station, near emirates nbd, al wasl road, jumeirah 1, dubai",jumeirah 1,"jumeirah 1, dubai",55.25639722,25.21110278,cafe,140.0,emirati diram(aed),no,yes,no,no,3,4.5,dark green,excellent,403
208778,salt,214,dubai,"kite beach, street 2d, umm suqeim, dubai","kite beach, umm suqeim","kite beach, umm suqeim, dubai",55.21152779,25.16812806,"fast food, burger",100.0,emirati diram(aed),no,no,no,no,3,4.3,green,very good,1351
209703,din tai fung,214,dubai,"level 2 expansion, mall of the emirates, barsha 1, dubai","mall of the emirates, barsha 1","mall of the emirates, barsha 1, dubai",55.19854523,25.11851301,"asian, chinese",160.0,emirati diram(aed),no,no,no,no,3,4.3,green,very good,661
18381837,spiceklub,214,dubai,"opposite aster hospital, near sharaf dg, kuwait street, mankhool, dubai",mankhool,"mankhool, dubai",55.288061,25.252054,"indian, north indian, street food",150.0,emirati diram(aed),yes,no,no,no,3,4.4,green,very good,281
208850,tresind - nassima royal hotel,214,dubai,"level 2, nassima royal hotel, sheikh zayad road, trade centre area, dubai","nassima royal hotel, trade centre area","nassima royal hotel, trade centre area, dubai",55.28256778,25.22347744,indian,500.0,emirati diram(aed),yes,no,no,no,4,4.9,dark green,excellent,1352
210134,grand barbeque buffet restaurant,214,dubai,"al mina road, next to ibis styles jumeirah hotel, satwa, dubai",satwa,"satwa, dubai",55.27340334,25.24107351,"indian, asian",150.0,emirati diram(aed),yes,yes,no,no,3,4.4,green,very good,552
201044,red lobster,214,dubai,"near the fountain, lower ground level, the dubai mall, downtown dubai, dubai","the dubai mall,downtown dubai","the dubai mall,downtown dubai, dubai",55.278525,25.198291,"seafood, american",285.0,emirati diram(aed),no,no,no,no,3,3.2,orange,average,506
201340,the cheesecake factory,214,dubai,"ground level, near aquarium, the dubai mall, downtown dubai, dubai","the dubai mall,downtown dubai","the dubai mall,downtown dubai, dubai",55.27856994,25.19726756,"american, desserts",270.0,emirati diram(aed),no,no,no,no,3,4.7,dark green,excellent,2424
18289126,parker's,214,dubai,"the dubai mall, downtown dubai, dubai","the dubai mall,downtown dubai","the dubai mall,downtown dubai, dubai",55.27927805,25.19500831,"cafe, burger",170.0,emirati diram(aed),no,no,no,no,3,4.3,green,very good,386
202507,applebee's,214,dubai,"sheikh issa tower, sheikh zayed road, trade centre area, dubai",trade centre area,"trade centre area, dubai",55.27430557,25.21135663,"american, mexican, burger",250.0,emirati diram(aed),no,yes,no,no,3,3.7,yellow,good,500
210139,grub shack,214,dubai,"building 41, next to dubai healthcare city metro station, dubai healthcare city, umm hurair, dubai",umm hurair,"umm hurair, dubai",55.32548446,25.22931113,"goan, chinese, indian, north indian",130.0,emirati diram(aed),yes,yes,no,no,3,4.3,green,very good,544
5600424,kamat,214,sharjah,"opposite hsbc, near emax, king faisal street, abu shagara, sharjah",abu shagara,"abu shagara, sharjah",55.39273214,25.33315516,"indian, north indian, south indian, chinese",85.0,emirati diram(aed),no,yes,no,no,3,3.9,yellow,good,285
5602751,vadakkan pepper,214,sharjah,"near new city center supermarket, abu shagara, sharjah",abu shagara,"abu shagara, sharjah",55.396984,25.338089,south indian,70.0,emirati diram(aed),no,yes,no,no,3,3.8,yellow,good,210
5600457,gazebo,214,sharjah,"opposite safeer market, near e max, king faisal street, abu shagara, sharjah",abu shagara,"abu shagara, sharjah",55.39269626,25.33320395,"indian, mughlai, south indian, biryani",120.0,emirati diram(aed),no,yes,no,no,4,4.1,green,very good,372
5600642,katis restaurant,214,sharjah,"opposite safeer market, al khan street, al khan, sharjah",al khan,"al khan, sharjah",55.37637066,25.32578908,"indian, north indian, chinese",65.0,emirati diram(aed),no,no,no,no,3,4.3,green,very good,316
18268134,zaroob,214,sharjah,"al buhaira corniche street, al majaz water front, al majaz, sharjah",al majaz,"al majaz, sharjah",55.38474888,25.32451353,lebanese,110.0,emirati diram(aed),no,yes,no,no,4,3.9,yellow,good,69
18376208,derby,214,sharjah,"al khan street, al majaz 3, al majaz, sharjah",al majaz,"al majaz, sharjah",55.37086055,25.33045321,"fast food, american",40.0,emirati diram(aed),no,no,no,no,2,4.1,green,very good,33
5600959,nayaab haandi,214,sharjah,"near etisalat business center, opposite adnoc petrol station, al khan street, al majaz 2, al majaz, sharjah",al majaz,"al majaz, sharjah",55.37552107,25.32813499,"pakistani, indian",100.0,emirati diram(aed),no,yes,no,no,4,4.1,green,very good,449
5600103,najmat lahore restaurant,214,sharjah,"near sharjah animal market, al mina road, al mareija, sharjah",al mareija,"al mareija, sharjah",55.38215585,25.35508316,"pakistani, indian, mughlai",80.0,emirati diram(aed),no,yes,no,no,3,4.2,green,very good,504
5602586,saffron,214,sharjah,"mina road, opposite bird market, al mareija, sharjah",al mareija,"al mareija, sharjah",55.38290787,25.35443539,"pakistani, chinese, indian, afghani",90.0,emirati diram(aed),no,yes,no,no,3,4.1,green,very good,192
5600961,pizza hut,214,sharjah,"next to safeer mall, al nahda, sharjah",al nahda,"al nahda, sharjah",55.37454341,25.30564046,"fast food, pizza",80.0,emirati diram(aed),no,no,no,no,3,2.4,red,poor,154
5600960,al mukhtar bakery,214,sharjah,"near safeer mall, al nahda, sharjah",al nahda,"al nahda, sharjah",55.37728127,25.3084117,"bakery, arabian, middle eastern",50.0,emirati diram(aed),no,no,no,no,2,4.2,green,very good,142
5601340,aroos damascus,214,sharjah,"opposite emirates nbd, near first gulf bank, king abdul aziz street, al nud, sharjah",al nud,"al nud, sharjah",55.39045796,25.34640794,"arabian, middle eastern",60.0,emirati diram(aed),no,no,no,no,3,4.2,green,very good,444
5600701,nando's,214,sharjah,"ground level, block d, qanat al qasba, al khan, sharjah","al qasba, al khan","al qasba, al khan, sharjah",55.376027,25.32188994,"african, portuguese",160.0,emirati diram(aed),no,yes,no,no,4,4.2,green,very good,265
5601404,peking chinese restaurant,214,sharjah,"opposite spinneys roundabout, estiqlal square, halwan suburb, sharjah",halwan suburb,"halwan suburb, sharjah",55.39922744,25.34839077,"chinese, thai",130.0,emirati diram(aed),no,yes,no,no,4,3.8,yellow,good,227
5600556,tgi friday's,214,sharjah,"majaz waterfront, buhairah corniche, al majaz 3, al majaz, sharjah","majaz waterfront, al majaz 3","majaz waterfront, al majaz 3, sharjah",55.38781766,25.32774497,"american, mexican",250.0,emirati diram(aed),no,yes,no,no,4,3.9,yellow,good,357
5602055,rajasthan al malaki,214,sharjah,"behind dps sharjah primary school, muwailih commercial, sharjah",muwailih commercial,"muwailih commercial, sharjah",55.45195531,25.2887722,"indian, north indian",60.0,emirati diram(aed),no,no,no,no,3,4.8,dark green,excellent,459
5601521,applebee's,214,sharjah,"opposite jumbo electronics, level 2, sahara centre, al nahda, sharjah","sahara centre, al nahda","sahara centre, al nahda, sharjah",55.37353624,25.29782287,"american, mexican, burger",250.0,emirati diram(aed),no,yes,no,no,4,4.1,green,very good,197
5602377,paper fig,214,sharjah,"near dubai islamic bank, muweilah, university city, sharjah",university city,"university city, sharjah",55.45834266,25.3084123,"cafe, bakery, desserts",150.0,emirati diram(aed),no,no,no,no,4,4.5,dark green,excellent,143
5602884,sis burger,214,sharjah,"behind adnoc petrol station,
univercity city road, university city, sharjah",university city,"university city, sharjah",55.45425095,25.31127229,"fast food, burger",50.0,emirati diram(aed),no,no,no,no,2,3.8,yellow,good,12
5602942,crafted blends,214,sharjah,"next to super bonanza hyper market, opposite defence camp, university city, sharjah",university city,"university city, sharjah",55.460279,25.310369,cafe,110.0,emirati diram(aed),no,no,no,no,4,4.2,green,very good,43
3400025,jahanpanah,1,agra,"e 23, shopping arcade, sadar bazaar, agra cantt, agra",agra cantt,"agra cantt, agra",78.01154444,27.16166111,"north indian, mughlai",850.0,indian rupees(rs.),no,no,no,no,3,3.9,yellow,good,140
3400341,rangrezz restaurant,1,agra,"e-20, shopping arcade, sadar bazaar, agra cantt, agra",agra cantt,"agra cantt, agra",0.0,0.0,"north indian, mughlai",700.0,indian rupees(rs.),no,no,no,no,2,3.5,yellow,good,71
3400005,time2eat - mama chicken,1,agra,"main market, sadar bazaar, agra cantt, agra",agra cantt,"agra cantt, agra",78.01160797,27.16083249,north indian,500.0,indian rupees(rs.),no,no,no,no,2,3.6,yellow,good,94
3400021,chokho jeeman marwari jain bhojanalya,1,agra,"1/48, delhi gate, station road, raja mandi, civil lines, agra",civil lines,"civil lines, agra",77.99809167,27.19592778,rajasthani,400.0,indian rupees(rs.),no,no,no,no,2,4.0,green,very good,87
3400017,pinch of spice,1,agra,"23/453, opposite sanjay cinema, wazipura road, sanjay place, civil lines, agra",civil lines,"civil lines, agra",78.00755278,27.201725,"north indian, chinese, mughlai",1000.0,indian rupees(rs.),no,no,no,no,3,4.2,green,very good,177
3400325,momo cafe,1,agra,"courtyard by marriott agra, phase 2, fatehabad road, tajganj, agra","courtyard by marriott agra, tajganj","courtyard by marriott agra, tajganj, agra",0.0,0.0,"north indian, european",400.0,indian rupees(rs.),no,no,no,no,4,4.0,green,very good,45
3400059,peshawri - itc mughal,1,agra,"itc mughal, fatehabad road, tajganj, agra","itc mughal, tajganj","itc mughal, tajganj, agra",78.044095,27.160934,"north indian, mughlai",400.0,indian rupees(rs.),no,no,no,no,4,4.3,green,very good,133
3400060,taj bano - itc mughal,1,agra,"itc mughal, fatehabad road, tajganj, agra","itc mughal, tajganj","itc mughal, tajganj, agra",78.044095,27.160934,mughlai,400.0,indian rupees(rs.),no,no,no,no,4,4.0,green,very good,41
3400348,g thal,1,agra,"3/20, kps tower, near tulsi talkies, bypass road, khandari, agra",khandari,"khandari, agra",0.0,0.0,"rajasthani, gujarati, mughlai",800.0,indian rupees(rs.),no,no,no,no,3,3.6,yellow,good,59
3400072,dawat-e-nawab - radisson blu,1,agra,"radisson blu, taj east gate road, tajganj, agra","radisson blu, tajganj","radisson blu, tajganj, agra",78.057044,27.163303,"north indian, mughlai",400.0,indian rupees(rs.),no,no,no,no,4,3.8,yellow,good,46
3400073,the latitude - radisson blu,1,agra,"radisson blu, taj east gate road, tajganj, agra","radisson blu, tajganj","radisson blu, tajganj, agra",78.057044,27.163303,"north indian, chinese, continental",0.0,indian rupees(rs.),no,no,no,no,1,3.9,yellow,good,103
3400019,dasaprakash restaurant,1,agra,"meher cinema complex, gwalior road, rakabganj, agra",rakabganj,"rakabganj, agra",78.01505278,27.16510833,"south indian, desserts",550.0,indian rupees(rs.),no,no,no,no,2,4.1,green,very good,121
3400033,the charcoal chimney,1,agra,"hotel samovar, fatehabad road, tajganj, agra",tajganj,"tajganj, agra",78.04299,27.159795,"north indian, chinese, continental, mughlai",1100.0,indian rupees(rs.),no,no,no,no,3,3.4,orange,average,70
3400346,sheroes hangout,1,agra,"opposite the gateway hotel, fatehabad road, tajganj, agra",tajganj,"tajganj, agra",78.040165,27.16185,"cafe, north indian, chinese",0.0,indian rupees(rs.),no,no,no,no,1,4.9,dark green,excellent,77
3400350,bon barbecue,1,agra,"parador hotel, 3a-3b, phase 1, fatehabad road, taj nagri, tajganj, agra",tajganj,"tajganj, agra",0.0,0.0,"north indian, chinese, continental",400.0,indian rupees(rs.),no,no,no,no,4,3.8,yellow,good,57
3400391,chapter 1 cafe,1,agra,"1374 k/1375 k, 2nd floor, dinesh nagar, fatehbad road, tajganj, agra",tajganj,"tajganj, agra",0.0,0.0,"cafe, italian, mexican, north indian, continental",0.0,indian rupees(rs.),no,no,no,no,1,3.9,yellow,good,98
3400016,pind balluchi,1,agra,"opposite saga emporium, fatehabad road, tajganj, agra",tajganj,"tajganj, agra",78.04725,27.15777222,"north indian, mughlai",900.0,indian rupees(rs.),no,no,no,no,3,3.7,yellow,good,175
3400105,pizza hut,1,agra,"8, handicraft nagar, fatehabad road, tajganj, agra",tajganj,"tajganj, agra",78.03471389,27.16169444,"italian, pizza",700.0,indian rupees(rs.),no,no,no,no,2,4.4,green,very good,134
3400326,tea'se me - rooftop tea boutique,1,agra,"near purani mandi crossing,fatehabad road, tajganj, agra",tajganj,"tajganj, agra",0.0,0.0,"chinese, italian, continental, north indian",1000.0,indian rupees(rs.),no,no,no,no,3,4.2,green,very good,166
3400392,thaaliwala,1,agra,"next to itc mughal hotel, fatehabad road, tajganj, agra",tajganj,"tajganj, agra",78.045359,27.158822,"north indian, fast food",700.0,indian rupees(rs.),no,no,no,no,2,4.1,green,very good,168
111895,650 - the global kitchen,1,ahmedabad,"shreekunj mandapam, beside golden tulip bunglows & tulip citadel, manekbaug, ambavadi, ahmedabad",ambavadi,"ambavadi, ahmedabad",72.5375741,23.01045111,"chinese, italian, north indian, mexican, mediterranean, thai",900.0,indian rupees(rs.),no,no,no,no,3,4.2,green,very good,1582
110502,patang - the revolving restaurant,1,ahmedabad,"chinubhai tower, nehru bridge corner, ashram road, ahmedabad",ashram road,"ashram road, ahmedabad",72.572009,23.0261651,"continental, chinese, north indian",400.0,indian rupees(rs.),no,no,no,no,4,3.7,yellow,good,1315
18396250,huber & holly,1,ahmedabad,"7 b, circle  b, opposite rajpath club, sarkhej, gandhinagar highway, bodakdev, ahmedabad",bodakdev,"bodakdev, ahmedabad",72.5123947,23.0383109,"ice cream, desserts, continental",300.0,indian rupees(rs.),no,yes,no,no,1,4.5,dark green,excellent,217
113702,@mango,1,ahmedabad,"opposite sindhu bhawan, bodakdev, ahmedabad",bodakdev,"bodakdev, ahmedabad",72.5017644,23.0401633,"north indian, continental, mexican, italian",800.0,indian rupees(rs.),no,no,no,no,3,4.1,green,very good,769
113433,fozzie's pizzaiolo,1,ahmedabad,"ground floor, maruti crystal, opposite rajpath club, service road, bodakdev, ahmedabad",bodakdev,"bodakdev, ahmedabad",72.5098065,23.0330688,"pizza, italian, beverages, desserts",900.0,indian rupees(rs.),no,yes,no,no,3,4.3,green,very good,731
18438909,la pino'z pizza,1,ahmedabad,"shop 10,  circle b, nyay marg, bodakdev, ahmedabad",bodakdev,"bodakdev, ahmedabad",72.5124872,23.0382314,"pizza, italian",500.0,indian rupees(rs.),no,yes,no,no,2,4.4,green,very good,113
18143128,mocha,1,ahmedabad,"6-9, ground floor, devashish business park, opposite krishna complex, bodakdev, ahmedabad",bodakdev,"bodakdev, ahmedabad",72.511307,23.0318508,"cafe, continental, desserts",1000.0,indian rupees(rs.),no,yes,no,no,3,4.4,green,very good,944
18438944,blue -  rooftop cafe restaurant bistro,1,ahmedabad,"10th floor, balaji heights buliding, behind tanishq showroom, c g road, ahmedabad",c g road,"c g road, ahmedabad",72.5570374,23.0290619,"north indian, cafe, italian, mexican, continental",1000.0,indian rupees(rs.),no,yes,no,no,3,3.8,yellow,good,63
110436,momo caf�� - courtyard by marriott,1,ahmedabad,"courtyard by marriott, ramdevnagar cross road, satellite, ahmedabad","courtyard by marriott, satellite","courtyard by marriott, satellite, ahmedabad",72.5115815,23.027929,"north indian, south indian, asian, continental",400.0,indian rupees(rs.),no,no,no,no,3,3.6,yellow,good,375
18385201,cryo lab,1,ahmedabad,"ground floor, arjun avenue, opposite samartheshwar mahadev, law garden, ahmedabad",ellis bridge,"ellis bridge, ahmedabad",72.55998429,23.02874796,"desserts, ice cream",350.0,indian rupees(rs.),no,no,no,no,2,4.6,dark green,excellent,166
110395,swati snacks,1,ahmedabad,"near law garden, ellis bridge, ahmedabad",ellis bridge,"ellis bridge, ahmedabad",72.55903311,23.02443364,"fast food, street food, south indian",450.0,indian rupees(rs.),no,no,no,no,2,4.4,green,very good,697
18335583,brick kitchen,1,ahmedabad,"at five petals hotel & banquets, near chanakyapuri bridge, ghatlodia, ahmedabad",ghatlodia,"ghatlodia, ahmedabad",72.5316389,23.0643038,"north indian, chinese, continental",900.0,indian rupees(rs.),no,no,no,no,3,4.3,green,very good,325
110237,kabir restaurant,1,ahmedabad,"jb tower, opposite doordarshan kendra, drive in road, gurukul, ahmedabad",gurukul,"gurukul, ahmedabad",72.5239649,23.04850469,"north indian, chinese, continental, desserts, fast food, sandwich",600.0,indian rupees(rs.),no,yes,no,no,2,3.8,yellow,good,432
113537,puffizza,1,ahmedabad,"103, kairos, opposite mahatma gandhi labour institute, drive in road, gurukul, ahmedabad",gurukul,"gurukul, ahmedabad",72.53774978,23.04619268,"italian, fast food",700.0,indian rupees(rs.),no,yes,no,no,2,4.3,green,very good,744
113703,cafe alfresco,1,ahmedabad,"101, dynamic house, vijay cross road, above hdfc bank, opposite child care hospital, navrangpura, ahmedabad",navrangpura,"navrangpura, ahmedabad",72.5498285,23.0437235,"cafe, beverages, desserts, pizza",700.0,indian rupees(rs.),no,yes,no,no,2,4.0,green,very good,404
18385186,the cafe baraco,1,ahmedabad,"34, shribhuvan complex, near memnagar fire station, navrangpura, ahmedabad",navrangpura,"navrangpura, ahmedabad",72.5504755,23.0443367,"cafe, italian",600.0,indian rupees(rs.),no,yes,no,no,2,4.4,green,very good,317
113325,nini's kitchen,1,ahmedabad,"12, first floor, camps corner 2, opposite prahlad nagar garden, prahlad nagar, ahmedabad",prahlad nagar,"prahlad nagar, ahmedabad",72.5072645,23.0117723,"north indian, continental, beverages, italian, burger, healthy food, mediterranean",950.0,indian rupees(rs.),no,yes,no,no,3,4.5,dark green,excellent,1138
111826,yanki sizzlers,1,ahmedabad,"4, ground floor, binori ambit, next to renault showroom, thaltej circle, thaltej, ahmedabad",thaltej,"thaltej, ahmedabad",72.5181257,23.0534466,"continental, italian, chinese",1200.0,indian rupees(rs.),no,no,no,no,3,4.1,green,very good,1041
110516,the garden cafe - the fern,1,ahmedabad,"the fern, near sola overbridge, s g highway, sola, ahmedabad","the fern, sola","the fern, sola, ahmedabad",72.5222172,23.0640914,"north indian, italian, asian, south indian",1200.0,indian rupees(rs.),no,no,no,no,3,4.1,green,very good,192
18371341,mazzo,1,ahmedabad,"27, sunshine villa, sunrise park society, vastrapur, ahmedabad",vastrapur,"vastrapur, ahmedabad",72.5281083,23.0418026,"cafe, american, continental, armenian, fast food",550.0,indian rupees(rs.),no,yes,no,no,2,3.9,yellow,good,166
113570,turquoise villa,1,ahmedabad,"ground floor, shanay - 1, near ama, iim road, vastrapur, ahmedabad",vastrapur,"vastrapur, ahmedabad",72.5434513,23.0285142,continental,1200.0,indian rupees(rs.),no,no,no,no,3,4.0,green,very good,535
2400020,aryan family's delight,1,allahabad,"ground floor, vinayak city centre, sardar patel marg, civil lines, allahabad",civil lines,"civil lines, allahabad",81.834502,25.454648,"north indian, south indian, fast food",500.0,indian rupees(rs.),no,no,no,no,3,3.4,orange,average,57
